,Unnamed: 0.1,Unnamed: 0,user_id,name,username,description,created_at,followers_count,following_count,following_list,following_agentid_list,previous_tweets,tweets_id,activity_level_frequency,activity_level,user_char
55,55,55,234696496,𝓡𝓸𝔂 𝓦𝓪𝓵𝓽𝓮𝓻,2early4_coffee,"𝒟𝑜𝓉𝒶 𝟤 𝓅𝓁𝒶𝓎𝑒𝓇 | 𝐼 𝓈𝓃𝑜𝓇𝓉 𝓂𝑒𝓉𝒶𝓁, 𝒶𝓃𝒾𝓂𝑒 𝒶𝓃𝒹 𝒸𝑜𝒻𝒻𝑒𝑒 ☕️!
𝒜 𝒹𝑜𝑜𝒹𝓁𝑒𝓇 𝒹𝓊𝓇𝒾𝓃𝑔 𝒻𝓇𝑒𝑒 𝓉𝒾𝓂e",2011-01-06 09:59:56+00:00,906,721,['2281664328'],[127],"['The effing Arrowverse. Most probably.  https://t.co/VAe1hsAQqy', ""I've just watched episode S03E03 of Orphan Black! #OrphanBlack  https://t.co/bH8jhaq86x https://t.co/FeyOXuLAVv"", ""I've just watched episode S03E02 of Orphan Black! #OrphanBlack  https://t.co/ViVfrpXSHB https://t.co/XRyPLyx8Ca"", 'tatiana maslany pretendin to be sarah pretendin to be rachel and tatiana maslany pretendin to be alison pretendin to be rachel #OrphanBlack', 'Lol....  https://t.co/Rp4u2fiM42']","[692460904273858560, 692449548992643072, 692436673335017472, 692436057183363072, 692434118437683205]","[0, 0, 0, 5, 17, 15, 50, 36, 48, 79, 55, 51, 30, 16, 7, 33, 63, 80, 67, 124, 111, 100, 47, 11]","['off_line', 'off_line', 'off_line', 'active', 'busy', 'busy', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'active', 'busy', 'busy', 'normal', 'normal', 'normal', 'normal', 'active', 'active', 'active', 'normal', 'busy']","**Character Description:**
𝓡𝓸𝔂 𝓦𝓪𝓵𝓽𝓮𝓻, known as 2early4_coffee, is a 𝒟𝑜𝓉𝒶 𝟤 𝓅𝓁𝒶𝓎𝑒𝓇 who enjoys 𝒜 𝒹𝑜𝑜𝒹𝓁𝑒𝓇𝒾𝓃𝑔 𝒻𝓇𝑒𝑒 𝓉𝒾𝓂𝑒. They are 𝓈𝓃𝑜𝓇𝓉, 𝓂𝑒𝓉𝒶𝓁, 𝒶𝓃𝒾𝓂𝑒, and 𝒸𝑜𝒻𝒻𝑒𝑒. Roy's Twitter activity mainly revolves around sharing thoughts on TV shows like Orphan Black and engaging with pop culture references. With a substantial following, they likely enjoy interacting with fellow fans and sharing their views on the content they consume."
56,56,56,244246223,Rokaan Al-Zeer,ROKU9413,Unprofessional darkness conjurer. Dog dad to Doom. Often confused with ghostface. he/him. @afspnational #lionpack,2011-01-28 21:44:29+00:00,950,2207,"['26995107', '2147938057', '3646911']","[104, 4, 43]","[""@Richieboy_16 now I'm starting to think that everything in Jurassic park was accurate"", '@Richieboy_16 @SadHappyAmazing whoa!! Dude!', '@dannypxart  https://t.co/kamaYPKnHd', '@b0ngi0vanni  https://t.co/kamaYPKnHd', '@KymRuizzz  https://t.co/kamaYPKnHd']","[692405969444298753, 692403755418009601, 692400305414123520, 692400268579713024, 692400187164102656]","[20, 19, 30, 32, 25, 21, 27, 31, 13, 3, 6, 4, 0, 0, 3, 1, 9, 33, 50, 25, 21, 18, 16, 30]","['busy', 'busy', 'active', 'normal', 'busy', 'busy', 'busy', 'normal', 'busy', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'normal', 'normal', 'busy', 'busy', 'busy', 'busy', 'active']","Rokaan Al-Zeer, known as ROKU9413, is an unprofessional darkness conjurer and a loving dog dad to Doom. Often mistaken for ghostface, he is a dedicated supporter of @afspnational and proudly part of the #lionpack community. With a fascination for Jurassic Park and engaging in friendly banter with friends, Rokaan's Twitter activity reflects a mix of humor, curiosity, and compassion."
57,57,57,1107291775,Mark Ritchie,SkyPunkSamurai,,2013-01-20 20:55:58+00:00,286,3040,['3646911'],[43],['@CSR_Studios maritime law no?'],[683022141005119488],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Character Description:
Name: Mark Ritchie
Username: SkyPunkSamurai

Mark Ritchie, known as SkyPunkSamurai, is a social media enthusiast with a passion for discussing eclectic topics. Despite a relatively low follower count, Mark actively engages with a diverse range of users and enjoys sharing his thoughts on quirky subjects like maritime law. He showcases a curiosity for unconventional discussions and possesses a friendly and approachable demeanor online. Mark's Twitter activity reflects his open-mindedness and willingness to learn from others."
58,58,58,52395716,Waqar A.,FlyingB0y,"Tall, Dark & From Heart ❤",2009-06-30 13:36:58+00:00,348,263,['3646911'],[43],"['@juanmata8 @IWC as always looking classy 👌', '@StarWarsUK I will stand and fight #Rey #Finn #StarWars #StarWarsTheForceAwakens', '@ManUtd Good morning #mufc just watched it again on #SS3 what a feeling, it was great to see United players among the fans celebrating! 👌', ""@MazBONAFIDE @asjadnazir congrats bhai, it's a special feeling! 👍 #mufc"", ""@hannah1east congrats, it's a special win! 👌 #mufc""]","[689491995966898177, 689177287758082048, 689006985094819840, 688822375354355712, 688821475831336961]","[35, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8, 0, 0, 2, 8, 2, 4, 5, 9, 6, 2, 0]","['normal', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'off_line', 'off_line', 'busy', 'off_line', 'off_line', 'active', 'busy', 'busy', 'off_line', 'off_line']","Character Description:
Name: Waqar A.
Username: FlyingB0y
Description: Tall, Dark & From Heart ❤
Inferred Personality Traits: Stylish, passionate, supportive
Summary of Twitter Activity: Engages with sports and entertainment topics, particularly passionate about Manchester United football club. Supports and congratulates others.

"
59,59,59,20501971,Fuzz 'What's Your Bin Day?' Caminski,fuzzcaminski,"He/ Him, Thursday bin day, feminist, believer of trans rights, equality, fairness and democracy. I enjoy ducks, sandwiches and good socks",2009-02-10 09:30:43+00:00,1380,1890,['3646911'],[43],"['@spiraltastic because he puts all his energies in to song writing nowadays', '@gingerboyo https://t.co/U5QjNkfpOW', '@EatMyHalo ahh right. No clue', '@EatMyHalo yay! What?!', ""I'd be really interested to hear what @m83news and @carlyraejepsen together could come up with. I imagine it'd be massive, polished pop""]","[692473975893524480, 692467749298270208, 692467137135407105, 692465019787804673, 692374356488556544]","[3, 0, 0, 0, 0, 0, 8, 22, 31, 19, 32, 42, 28, 37, 45, 17, 15, 14, 19, 21, 56, 10, 20, 2]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'normal', 'busy', 'normal', 'normal', 'busy', 'normal', 'normal', 'busy', 'busy', 'busy', 'busy', 'busy', 'normal', 'busy', 'busy', 'off_line']","Fuzz 'What's Your Bin Day?' Caminski is a passionate, feminist advocate who believes in equality, fairness, and democracy. He is a supporter of trans rights and enjoys engaging with others on social media. Fuzz is known for his love of ducks, sandwiches, and good socks. With a good following on Twitter, he actively shares thoughts on music, popular culture, and social issues."
60,60,60,1849355124,TATSU TORO,Tatsu_toro,,2013-09-09 20:46:30+00:00,762,1252,"['752472211', '393664969', '233746010', '34009792', '3297043269', '183768366', '3229108261', '3769927519', '2453827780', '2853621940', '2281664328', '1301529636', '592815294']","[90, 41, 120, 118, 129, 81, 123, 45, 47, 115, 127, 50, 75]","[""i don't understand how loki is still alive or not in prison for eternity"", '#BatmanvSuperman: Dawn of Justice (Original Motion Picture Soundtrack) [Deluxe Edition] - https://t.co/fRCDVK6bEX #iTunes', '@Batmancanseeyou looks like an Harry Potter character. lol', '📷 dcfilms: Upcoming DC Extended Universe films https://t.co/DFVs5epkiE', 'He can run so fast that he can move into another plane of frequency where there’s another reality.\n      https://t.co/fFT4bcyQYW']","[692342414527324161, 692332320666357760, 692253274741854208, 692245728140398596, 692245397834694656]","[63, 41, 29, 42, 30, 28, 27, 10, 0, 0, 1, 0, 3, 2, 20, 18, 18, 40, 66, 69, 76, 57, 46, 60]","['normal', 'normal', 'busy', 'normal', 'active', 'busy', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'busy', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal']","Tatsu Toro, known as TATSU TORO on Twitter, is a dedicated user since joining in 2013. With a follower count of 762 and following 1252 accounts, Tatsu appears to be an engaged member of the Twitter community. Their diverse tweet topics range from discussions on fictional characters like Loki and Batman to sharing updates about DC Extended Universe films. Tatsu seems to have a keen interest in pop culture and enjoys engaging in conversations related to movies and fantasy genres."
61,61,61,48714547,Sam™,SamlSamuel,Cinéfilo. Colecionador. Sonserina. Jedi. Hunter. Desastrado. Sempre Universitário. Colunista. Crítico de Cinema. #Season #Movie #Geek #Potterhead,2009-06-19 14:09:48+00:00,3021,538,['3646911'],[43],"[""I've just watched episode S02E11 of The Flash (2014)! https://t.co/i16uf5bh1M #TheFlash #tvshowtime https://t.co/KkfbhBX7Zu"", 'Teasers da Sexta Temporada de #GameofThrones https://t.co/oxAqQOBS9Q via @TOMMOcombr - #GoT', ""Here's your exclusive first look at season 4 of #BatesMotel: https://t.co/RCwHZEbEwi  https://t.co/CWqzLAxrUb - @EW"", '@Suma_BR @StephenKing E • “Rose Red” • poderia sair um livro?', '#Marvel vai ressuscitar personagem do universo do Homem-Aranha https://t.co/yE7E48SFRc  https://t.co/yZ8gTrYlzH - Via @omelete']","[692424732659048448, 692413191784153088, 692408823856889856, 692407182751567872, 692401493840941057]","[5, 5, 12, 7, 3, 0, 3, 0, 0, 1, 56, 25, 40, 28, 5, 61, 41, 37, 28, 20, 0, 0, 2, 2]","['active', 'active', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'normal', 'busy', 'normal', 'busy', 'active', 'normal', 'normal', 'normal', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line']","Meet Sam™, a dedicated film enthusiast, collector, proud member of Slytherin house, and skilled Jedi. They are a versatile individual with a knack for tracking down various items and always finding themselves in humorous mishaps. Sam™ is known for their perpetual student lifestyle, writing columns, and providing insightful film critiques. Their Twitter activity revolves around sharing updates on popular TV shows, teasers for beloved series like Game of Thrones, exclusive glimpses into upcoming seasons of Bates Motel, engaging in discussions about Stephen King books, and keeping up with the latest Marvel news. With a substantial following, Sam™ showcases a passion for cinema, TV series, and all things geek culture. #MovieBuff #GeekLife #Potterhead"
62,62,62,291067984,Rodolfo Arguello,ArguelloRodolfo,,2011-05-01 12:18:28+00:00,86,1850,['1001524393'],[16],"['Jekyll and Hyde - Trailer https://t.co/F8TemFUXLC via @YouTube', 'Indila - S.O.S https://t.co/egX7lPGjOi via @YouTube', 'Icona Pop - Emergency (Official Video) https://t.co/5EJKAT68Tw via @YouTube', 'Icona Pop - Paris (Friendly Fires cover) Live at Teknologgatan https://t.co/oieG7CRIfE via @YouTube', 'Donna Summer ""State of Independence"" https://t.co/lQ9jiSMaWg via @YouTube']","[691791928367673345, 691121807441551360, 691121662289293312, 691121540218245120, 690007682879754240]","[0, 1, 0, 10, 8, 0, 3, 1, 0, 3, 2, 0, 1, 0, 0, 0, 0, 3, 5, 1, 0, 0, 2, 1]","['off_line', 'off_line', 'off_line', 'busy', 'busy', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'active', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Rodolfo Arguello, known as ArguelloRodolfo on Twitter, is a music enthusiast with a penchant for sharing music videos and covers from a variety of artists. With a significant following count compared to followers, he seems to be actively engaged in discovering and sharing music content. Rodolfo appears to have a diverse taste in music genres based on the artists featured in his tweets. This suggests he is open-minded and enjoys exploring different musical styles. His Twitter feed likely serves as a platform for music discovery and sharing his favorite tunes with others."
63,63,63,3081394756,Hollywood Billboard,Moviesreviews5,"Appreciates the art of filmmaking and its undeniable influence in all cultural areas | News, Facts, Rumors",2015-03-09 10:59:32+00:00,177,209,['3646911'],[43],"['Save time and energy. Let @RoundTeam discover tweets that you want to share! https://t.co/K2SiczYE7t', 'Keep your followers engaged. Share quality content, even while you are away from Twitter. https://t.co/xltSlEVFBR', ""Don't have the time you need on Twitter to find what you are looking for? Use @RoundTeam to search &amp; share for you. https://t.co/r4XBxlVaai"", 'Save time and energy. Let @RoundTeam discover tweets that you want to share! https://t.co/K2SiczYE7t', 'Want to stay current on an event or trend? Let @RoundTeam discover and share the content for you. https://t.co/NAayeLqVfq']","[692344500526673922, 691775274535489536, 691561872491937792, 690530848307855360, 690331907100385280]","[2, 2, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 3, 2, 1, 1, 3, 0, 1, 0, 0, 1, 0]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line']","Meet Hollywood Billboard, known as Moviesreviews5 on Twitter. With a keen appreciation for the art of filmmaking and its vast cultural impact, Hollywood Billboard shares news, facts, and rumors related to the world of movies. Since creating the account in 2015, they have attracted a following of 177 fans while following 209 accounts. Their tweets often focus on utilizing tools like @RoundTeam to curate and share quality content efficiently. Inferred personality traits include a passion for film, a love for staying informed, and a desire to engage followers with interesting and valuable insights."
64,64,64,23044593,Claudia,cassopeia,"21+. TV, manga, anime fan. I love everything supernatural, sci-fi, fantasy or horror. Yuri on Ice, Banana Fish, MDSZ, TGCF + Moshang ... + Man of Steel + CATS",2009-03-06 08:20:34+00:00,625,342,['2797529315'],[19],"['Twitter edit button...😭', ""People complaining about fan-casting 😂fans on the internet could cast a spoon for their fav character and it wouldn't matter to studios."", ""Loving the 'green' 😂 https://t.co/CUHj1KFg73"", 'Kalafina - Ring Your Bell https://t.co/fgwkxFVWnO via @YouTube', 'Escaflowne - OST ~ Dance of curse ~ https://t.co/DLDdaxcvVC via @YouTube']","[692244139451219968, 692243899373522944, 692220749797552129, 691726510751903744, 691720767600484352]","[1, 0, 0, 2, 1, 5, 1, 4, 7, 5, 6, 2, 13, 10, 6, 16, 5, 11, 18, 15, 12, 10, 14, 2]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'active', 'off_line', 'off_line', 'busy', 'active', 'busy', 'off_line', 'busy', 'busy', 'busy', 'busy', 'active', 'busy', 'busy', 'busy', 'busy', 'busy', 'busy', 'off_line']","Claudia, known as cassopeia, is a 21+ TV, manga, and anime fan with a particular fondness for supernatural, sci-fi, fantasy, and horror genres. Their interests range from Yuri on Ice to Man of Steel and CATS. With a substantial following, Claudia engages in fun and humorous tweets, often sharing music recommendations and expressing thoughts on fan culture. They seem to have a witty and light-hearted personality, enjoying entertainment and engaging with their diverse interests online."
65,65,65,14291597,harlot in glasses,pfirsingring,"nobody's reason   nobody's dream

///

observe everything
admire nothing",2008-04-03 08:38:59+00:00,189,2220,['592815294'],[75],"['I\'m watching Arrow 1x21 ""The Undertaking"" https://t.co/JDoY3AtWkz #trakt', 'I\'m watching Arrow 1x20 ""Home Invasion"" https://t.co/6s3eKhkj4F #trakt', 'I\'m watching Arrow 1x19 ""Unfinished Business"" https://t.co/dg6pwzaZrA #trakt', '@mlleducreff lol', ""So far I'm liking Teen Wolf Kid. I already hate the relationship garbage with Ollie's Dumb Sister, though &amp; it's barely even started. #Arrow""]","[692491249346027526, 692478839683948544, 692462791769354241, 692417438772805634, 692409775393542144]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 3, 8, 9, 8, 7, 7, 4, 11, 10, 9, 4, 6, 6, 6, 5]","['off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'off_line', 'busy', 'busy', 'busy', 'busy', 'busy', 'off_line', 'busy', 'busy', 'busy', 'off_line', 'busy', 'busy', 'busy', 'active']","Character Description:
""Pfirsingring, also known as harlot in glasses, is a mysterious Twitter user with a penchant for observing everything and admiring nothing. With a following count surpassing followers, she seems to be a lone wolf in the online realm. Her cryptic bio, 'nobody's reason, nobody's dream,' hints at a complex and enigmatic persona. Despite her aloof demeanor, she shares her TV show preferences and occasional witty remarks with a select few. Is she a critic, a recluse, or perhaps something entirely different?"""
